conversation_id,medical_accuracy,empathy,cultural_sensitivity,conversation_flow,safety_ethics,prep_specific,total_turns,avg_user_length,avg_bot_length,primary_language,error_rate,unique_languages
conv_236,8.5,8.5,8.5,8.5,8.5,8.5,30,111.16666666666667,709.6,English,0.5333333333333333,1
conv_237,8.5,8.5,8.5,8.5,8.5,8.5,30,96.23333333333333,694.6666666666666,English,0.5333333333333333,1
conv_238,8.5,8.5,8.5,8.5,8.5,8.5,30,96.9,579.9666666666667,Swahili,0.5333333333333333,1
conv_239,8.5,8.5,8.5,8.5,8.5,8.5,30,87.66666666666667,656.6,English,0.5333333333333333,1
conv_240,8.5,8.5,8.5,8.5,8.5,8.5,30,102.03333333333333,633.5333333333333,Spanish,0.5333333333333333,1
conv_241,8.5,8.5,8.5,8.5,8.5,8.5,30,103.4,687.2666666666667,French,0.5333333333333333,1
conv_242,8.5,8.5,8.5,8.5,8.5,8.5,30,101.4,741.5333333333333,English,0.5333333333333333,1
conv_243,8.5,8.5,8.5,8.5,8.5,8.5,30,115.4,704.2333333333333,German,0.5333333333333333,1
conv_244,8.5,8.5,8.5,8.5,8.5,8.5,30,103.06666666666666,644.9666666666667,Dutch,0.5333333333333333,1
conv_245,8.5,8.5,8.5,8.5,8.5,8.5,30,101.76666666666667,623.5,Spanish,0.5333333333333333,1
conv_246,8.5,8.5,8.5,8.5,8.5,8.5,30,103.1,752.0,English,0.5333333333333333,1
conv_247,8.5,8.5,8.5,8.5,8.5,8.5,30,120.33333333333333,740.9666666666667,English,0.5333333333333333,1
conv_248,8.5,8.5,8.5,8.5,8.5,8.5,30,115.13333333333334,722.8333333333334,French,0.5333333333333333,1
conv_249,8.5,8.5,8.5,8.5,8.5,8.5,30,101.26666666666667,556.2333333333333,Swahili,0.5333333333333333,1
conv_250,8.5,8.5,8.5,8.5,8.5,8.5,30,102.76666666666667,700.6666666666666,English,0.5333333333333333,1
conv_251,8.5,8.5,8.5,8.5,8.5,8.5,30,97.9,631.7333333333333,Spanish,0.5333333333333333,1
conv_252,8.5,8.5,8.5,8.5,8.5,7.5,30,118.46666666666667,688.4333333333333,Spanish,0.5333333333333333,1
conv_253,8.5,8.5,8.5,8.5,8.5,8.5,30,109.66666666666667,700.8333333333334,English,0.5333333333333333,1
conv_254,8.5,9.0,8.5,8.5,8.5,7.5,30,100.93333333333334,558.9333333333333,Swahili,0.5333333333333333,1
conv_255,8.5,8.5,8.5,8.5,8.5,8.5,30,111.96666666666667,726.0333333333333,English,0.5333333333333333,1
conv_256,8.5,8.5,8.5,8.5,8.5,8.5,30,109.03333333333333,672.4,French,0.5333333333333333,1
conv_257,8.5,8.5,8.5,8.5,8.5,8.5,30,79.9,556.1333333333333,Swahili,0.5333333333333333,1
conv_258,8.5,8.5,8.5,8.5,8.5,8.5,30,109.06666666666666,686.0666666666667,English,0.5333333333333333,1
conv_259,8.5,8.5,8.5,8.5,8.5,8.5,30,89.76666666666667,520.4666666666667,Arabic,0.5333333333333333,1
conv_260,8.5,8.5,8.5,8.5,8.5,8.5,30,110.36666666666666,645.4333333333333,Spanish,0.5333333333333333,1
conv_261,8.5,8.5,8.5,8.5,8.5,8.5,30,99.96666666666667,685.0333333333333,French,0.5333333333333333,1
conv_262,8.5,8.5,8.5,8.5,8.5,8.5,30,86.23333333333333,646.3666666666667,Dutch,0.5333333333333333,1
conv_263,8.5,8.5,8.5,8.5,8.5,7.5,30,93.4,565.8,Swahili,0.5333333333333333,1
conv_264,8.5,8.5,8.5,8.5,8.5,8.5,30,96.93333333333334,694.6,English,0.5333333333333333,1
conv_265,8.5,8.5,8.5,8.5,8.5,8.5,30,86.26666666666667,652.7333333333333,English,0.5333333333333333,1
conv_266,8.5,8.5,8.5,8.5,8.5,8.5,30,106.4,683.4666666666667,English,0.5333333333333333,1
conv_267,8.5,8.5,8.5,8.5,8.5,9.0,30,85.16666666666667,462.73333333333335,Arabic,0.5333333333333333,1
conv_268,8.5,8.5,8.5,8.5,8.5,8.5,30,96.43333333333334,709.4,English,0.5333333333333333,1
conv_269,8.5,9.0,8.5,8.5,8.5,8.5,30,99.53333333333333,583.3,Swahili,0.5333333333333333,1
conv_270,8.5,8.5,8.5,8.5,8.5,8.5,30,113.83333333333333,712.6666666666666,English,0.5333333333333333,1
conv_271,8.5,8.5,8.5,8.5,8.5,8.5,30,93.53333333333333,650.7333333333333,Spanish,0.5333333333333333,1
conv_272,8.5,8.5,8.5,8.5,8.5,8.5,30,93.13333333333334,678.5333333333333,Dutch,0.5333333333333333,1
conv_273,8.5,8.5,8.5,8.5,8.5,8.5,30,107.4,694.9333333333333,French,0.5333333333333333,1
conv_274,8.5,8.5,8.5,8.5,8.5,8.5,30,112.06666666666666,723.9666666666667,French,0.5333333333333333,1
conv_275,8.5,8.5,8.5,8.5,8.5,8.5,30,98.53333333333333,669.4666666666667,Dutch,0.5333333333333333,1
conv_276,8.5,8.5,8.5,8.5,8.5,8.5,30,105.46666666666667,701.4666666666667,French,0.5333333333333333,1
conv_277,8.5,8.5,8.5,8.5,8.5,8.5,30,105.06666666666666,708.8333333333334,French,0.5333333333333333,1
conv_278,8.5,8.5,8.5,9.0,8.5,8.5,30,91.4,651.6,Dutch,0.5333333333333333,1
conv_279,8.5,8.5,8.5,8.5,8.5,8.5,30,109.66666666666667,672.0,French,0.5333333333333333,1
conv_280,8.5,8.5,8.5,8.5,8.5,8.5,30,96.6,635.0333333333333,Spanish,0.5333333333333333,1
conv_281,8.5,8.5,8.5,8.5,8.5,8.5,30,120.9,694.5,French,0.5333333333333333,1
conv_282,8.5,8.5,8.5,8.5,8.5,8.5,30,91.26666666666667,639.6333333333333,Spanish,0.5333333333333333,1
conv_283,8.5,8.5,8.5,8.5,8.5,8.5,30,104.9,673.8666666666667,English,0.5333333333333333,1
conv_284,8.5,8.5,8.5,9.0,8.5,8.5,30,101.73333333333333,655.9666666666667,Dutch,0.5333333333333333,1
conv_285,8.5,8.5,8.5,9.0,8.5,8.5,30,105.36666666666666,594.3333333333334,Spanish,0.5333333333333333,1
conv_286,8.5,8.5,8.5,8.5,8.5,8.5,30,100.4,687.6666666666666,French,0.5333333333333333,1
conv_287,8.5,8.5,8.5,8.5,8.5,8.5,30,102.8,678.3666666666667,Dutch,0.5333333333333333,1
conv_288,8.5,8.5,8.5,9.0,8.5,8.5,30,100.23333333333333,651.5333333333333,Portuguese,0.5333333333333333,1
conv_289,8.5,8.5,8.5,8.5,8.5,8.5,30,94.33333333333333,664.1333333333333,Portuguese,0.5333333333333333,1
conv_290,8.5,8.5,8.5,8.5,8.5,8.5,30,102.26666666666667,677.4666666666667,French,0.5333333333333333,1
conv_291,8.5,8.5,8.5,8.5,8.5,8.5,30,98.63333333333334,687.4333333333333,English,0.5333333333333333,1
conv_292,8.5,8.5,8.5,8.5,8.5,8.5,30,105.03333333333333,706.2666666666667,English,0.5333333333333333,1
conv_293,8.5,8.5,8.5,8.5,8.5,9.0,30,94.9,671.5,Dutch,0.5333333333333333,1
conv_294,8.5,8.5,8.5,8.5,8.5,8.5,30,91.73333333333333,609.9,Spanish,0.5333333333333333,1
conv_295,8.5,8.5,8.5,8.5,8.5,8.5,30,102.73333333333333,679.3333333333334,French,0.5333333333333333,1
conv_296,8.5,8.5,8.5,7.5,8.5,7.5,30,97.63333333333334,545.5333333333333,Swahili,0.5333333333333333,1
conv_297,8.5,8.5,8.5,8.5,8.5,8.5,30,95.76666666666667,593.1333333333333,Swahili,0.5333333333333333,1
conv_298,8.5,8.5,8.5,8.5,8.5,7.5,30,115.5,712.7666666666667,Dutch,0.5333333333333333,1
conv_299,8.5,8.5,8.5,8.5,8.5,8.5,30,101.33333333333333,598.3333333333334,Spanish,0.5333333333333333,1
conv_300,8.5,8.5,8.5,8.5,8.5,7.5,30,96.93333333333334,661.1666666666666,Dutch,0.5333333333333333,1
conv_301,8.5,8.5,8.5,9.0,8.5,8.5,30,110.6,698.3,English,0.5333333333333333,1
conv_302,8.5,8.5,8.5,8.5,8.5,8.5,30,108.7,680.4333333333333,English,0.5333333333333333,1
conv_303,8.5,8.5,8.5,8.5,8.5,9.0,30,109.43333333333334,694.2333333333333,German,0.5333333333333333,1
conv_304,8.5,8.5,9.0,8.5,8.5,8.5,30,115.0,711.8333333333334,English,0.5333333333333333,1
conv_305,8.5,8.5,8.5,8.5,8.5,8.5,30,110.46666666666667,571.8666666666667,Swahili,0.5333333333333333,1
conv_306,8.5,8.5,8.5,9.0,8.5,8.5,30,79.46666666666667,470.56666666666666,Arabic,0.5333333333333333,1
conv_307,8.5,8.5,8.5,8.5,8.5,8.5,30,97.26666666666667,645.4,Spanish,0.5333333333333333,1
conv_308,8.5,8.5,8.5,8.5,8.5,8.5,30,106.03333333333333,705.0333333333333,English,0.5333333333333333,1
conv_309,8.5,8.5,8.5,8.5,8.5,8.5,30,99.4,649.6666666666666,Portuguese,0.5333333333333333,1
conv_310,8.5,8.5,8.5,8.5,8.5,8.5,30,92.03333333333333,669.3333333333334,English,0.5333333333333333,1
conv_311,8.5,8.5,8.5,8.5,8.5,8.5,30,108.86666666666666,721.7,English,0.5333333333333333,1
conv_312,8.5,8.5,8.5,8.5,8.5,8.5,30,108.76666666666667,668.9333333333333,French,0.5333333333333333,1
conv_313,8.5,8.5,8.5,8.5,8.5,8.5,30,108.3,657.0666666666667,French,0.5333333333333333,1
conv_314,8.5,8.5,8.5,8.5,8.5,8.5,30,110.13333333333334,698.0666666666667,French,0.5333333333333333,1
conv_315,8.5,8.5,8.5,8.5,8.5,8.5,30,90.66666666666667,571.5333333333333,Swahili,0.5333333333333333,1
conv_316,8.5,8.5,8.5,8.5,8.5,8.5,30,107.4,686.8,English,0.5333333333333333,1
conv_317,8.5,8.5,8.5,8.5,8.5,8.5,30,91.96666666666667,622.7,Spanish,0.5333333333333333,1
conv_318,8.5,8.5,8.5,8.5,8.5,7.5,30,81.73333333333333,479.03333333333336,Arabic,0.5333333333333333,1
conv_319,8.5,8.5,8.5,8.5,8.5,8.5,30,100.66666666666667,646.0333333333333,Portuguese,0.5333333333333333,1
conv_320,8.5,8.5,8.5,8.5,8.5,8.5,30,111.63333333333334,676.6333333333333,Portuguese,0.5333333333333333,1
conv_321,8.5,8.5,8.5,8.5,8.5,8.5,30,99.2,719.2666666666667,English,0.5333333333333333,1
conv_322,8.5,8.5,8.5,8.5,8.5,8.5,30,92.33333333333333,675.7,Dutch,0.5333333333333333,1
conv_323,8.5,8.5,8.5,8.5,8.5,8.5,30,105.6,630.2333333333333,Spanish,0.5333333333333333,1
conv_324,8.5,8.5,8.5,8.5,8.5,8.5,30,97.36666666666666,686.7,French,0.5333333333333333,1
conv_325,8.5,8.5,8.5,8.5,8.5,8.5,30,94.66666666666667,668.6333333333333,Dutch,0.5333333333333333,1
conv_326,8.5,8.5,8.5,8.5,8.5,8.5,30,101.23333333333333,624.4,Spanish,0.5333333333333333,1
conv_327,8.5,8.5,8.5,8.5,8.5,8.5,30,91.96666666666667,623.3333333333334,Portuguese,0.5333333333333333,1
conv_328,8.5,8.5,8.5,8.5,8.5,8.5,30,109.06666666666666,727.3333333333334,English,0.5333333333333333,1
conv_329,8.5,8.5,8.5,8.5,8.5,8.5,30,92.33333333333333,635.2,Portuguese,0.5333333333333333,1
conv_330,8.5,8.5,8.5,8.5,8.5,8.5,30,104.5,654.1,Portuguese,0.5333333333333333,1
conv_331,8.5,8.5,8.5,8.5,8.5,8.5,30,104.36666666666666,648.5666666666667,Portuguese,0.5333333333333333,1
conv_332,8.5,8.5,8.5,8.5,8.5,8.5,30,101.5,619.4333333333333,Spanish,0.5333333333333333,1
conv_333,8.5,8.5,8.5,9.0,8.5,8.5,30,102.96666666666667,634.9333333333333,Spanish,0.5333333333333333,1
conv_334,8.5,8.5,9.0,8.5,8.5,8.5,30,93.93333333333334,661.3,Dutch,0.5333333333333333,1
conv_335,8.5,8.5,8.5,8.5,8.5,8.5,30,98.46666666666667,625.5666666666667,Spanish,0.5333333333333333,1
conv_336,8.5,8.5,8.5,8.5,8.5,8.5,30,102.5,707.9666666666667,English,0.5333333333333333,1
conv_337,8.5,8.5,8.5,8.5,8.5,8.5,30,91.23333333333333,649.9333333333333,English,0.5333333333333333,1
conv_338,8.5,8.5,8.5,8.5,8.5,8.5,30,106.73333333333333,622.1333333333333,Spanish,0.5333333333333333,1
conv_339,8.5,8.5,8.5,8.5,8.5,8.5,30,114.93333333333334,625.1,Spanish,0.5333333333333333,1
conv_340,8.5,8.5,8.5,8.5,8.5,8.5,30,106.23333333333333,674.2,French,0.5333333333333333,1
conv_341,8.5,8.5,8.5,8.5,8.5,8.5,30,99.9,754.1666666666666,English,0.5333333333333333,1
conv_342,8.5,8.5,8.5,8.5,8.5,8.5,30,109.73333333333333,686.8333333333334,French,0.5333333333333333,1
conv_343,8.5,8.5,8.5,8.5,8.5,8.5,30,99.13333333333334,621.6666666666666,Spanish,0.5333333333333333,1
conv_344,8.5,8.5,8.5,8.5,8.5,8.5,30,101.63333333333334,623.5333333333333,Spanish,0.5333333333333333,1
conv_345,8.5,8.5,8.5,8.5,8.5,8.5,30,104.16666666666667,628.0,Spanish,0.5333333333333333,1
conv_346,8.5,8.5,8.5,8.5,8.5,9.0,30,98.63333333333334,670.3,Dutch,0.5333333333333333,1
conv_347,8.5,8.5,8.5,8.5,8.5,8.5,30,93.8,647.2,Dutch,0.5333333333333333,1
conv_348,8.5,8.5,8.5,8.5,8.5,8.5,30,101.06666666666666,684.4,Dutch,0.5333333333333333,1
conv_349,8.5,8.5,8.5,8.5,8.5,8.5,30,105.93333333333334,676.7333333333333,French,0.5333333333333333,1
conv_350,8.5,8.5,8.5,8.5,8.5,8.5,30,105.5,729.0,English,0.5333333333333333,1
conv_351,8.5,8.5,8.5,8.5,8.5,8.5,30,103.33333333333333,672.7666666666667,Dutch,0.5333333333333333,1
conv_352,8.5,8.5,8.5,8.5,8.5,8.5,30,114.26666666666667,654.4666666666667,Spanish,0.5333333333333333,1
conv_353,8.5,8.5,8.5,8.5,8.5,8.5,30,115.93333333333334,577.1333333333333,Swahili,0.5333333333333333,1
conv_354,8.5,8.5,8.5,8.5,8.5,8.5,30,103.5,657.7,English,0.5333333333333333,1
conv_355,8.5,8.5,8.5,9.0,8.5,8.5,30,91.36666666666666,628.8666666666667,English,0.5333333333333333,1
conv_356,8.5,8.5,8.5,8.5,8.5,9.0,30,103.4,685.8333333333334,Dutch,0.5333333333333333,1
conv_357,8.5,8.5,8.5,8.5,8.5,8.5,30,97.46666666666667,629.2,Spanish,0.5333333333333333,1
conv_358,8.5,8.5,8.5,8.5,8.5,8.5,30,111.83333333333333,686.7,French,0.5333333333333333,1
conv_359,8.5,8.5,8.5,9.0,8.5,7.5,30,113.83333333333333,581.4,Swahili,0.5333333333333333,1
conv_360,8.5,8.5,8.5,8.5,8.5,7.5,30,101.33333333333333,482.73333333333335,Arabic,0.5333333333333333,1
conv_361,8.5,8.5,8.5,8.5,8.5,7.5,30,85.9,619.2333333333333,Dutch,0.5333333333333333,1
conv_362,8.5,9.0,8.5,8.5,8.5,8.5,30,94.23333333333333,585.5,Swahili,0.5333333333333333,1
conv_363,8.5,8.5,8.5,8.5,8.5,8.5,30,91.96666666666667,688.4,English,0.5333333333333333,1
conv_364,8.5,8.5,8.5,8.5,8.5,8.5,30,108.9,684.3666666666667,French,0.5333333333333333,1
conv_365,8.5,8.5,8.5,8.5,8.5,8.5,30,87.4,673.6666666666666,English,0.5333333333333333,1
conv_366,8.5,8.5,9.0,8.5,8.5,7.5,30,113.13333333333334,578.4333333333333,Swahili,0.5333333333333333,1
conv_367,8.5,8.5,8.5,8.5,8.5,8.5,30,88.73333333333333,663.8,English,0.5333333333333333,1
conv_368,8.5,8.5,8.5,8.5,8.5,8.5,30,101.33333333333333,671.9333333333333,English,0.5333333333333333,1
conv_369,8.5,8.5,8.5,8.5,8.5,8.5,30,94.63333333333334,573.4666666666667,Swahili,0.5333333333333333,1
conv_370,8.5,8.5,8.5,8.5,8.5,8.5,30,123.5,696.5,French,0.5333333333333333,1
conv_371,8.5,8.5,8.5,8.5,8.5,8.5,30,111.26666666666667,649.0666666666667,Spanish,0.5333333333333333,1
conv_372,8.5,8.5,8.5,8.5,8.5,8.5,30,103.8,572.8666666666667,Swahili,0.5333333333333333,1
conv_373,8.5,8.5,8.5,8.5,8.5,7.5,30,118.4,702.1666666666666,German,0.5333333333333333,1
conv_374,8.5,8.5,8.5,9.0,8.5,8.5,30,88.2,642.8333333333334,Dutch,0.5333333333333333,1
conv_375,8.5,8.5,8.5,8.5,8.5,8.5,30,104.66666666666667,668.8,German,0.5333333333333333,1
conv_376,8.5,8.5,8.5,8.5,8.5,8.5,30,103.26666666666667,658.2666666666667,Portuguese,0.5333333333333333,1
conv_377,8.5,8.5,8.5,8.5,8.5,8.5,30,109.63333333333334,692.8333333333334,Dutch,0.5333333333333333,1
conv_378,8.5,8.5,8.5,8.5,8.5,8.5,30,105.03333333333333,713.4,English,0.5333333333333333,1
conv_379,8.5,8.5,8.5,8.5,8.5,7.5,30,123.73333333333333,672.0666666666667,German,0.5333333333333333,1
conv_380,8.5,8.5,8.5,8.5,8.5,8.5,30,110.66666666666667,706.0,French,0.5333333333333333,1
conv_381,7.5,8.5,8.5,8.5,8.5,7.5,30,82.23333333333333,469.6,Arabic,0.5333333333333333,1
conv_382,8.5,8.5,8.5,8.5,8.5,8.5,30,104.16666666666667,618.3,Spanish,0.5333333333333333,1
conv_383,8.5,8.5,8.5,8.5,8.5,8.5,30,76.56666666666666,644.7,French,0.5333333333333333,1
conv_384,8.5,8.5,8.5,8.5,8.5,8.5,30,102.13333333333334,678.1333333333333,Dutch,0.5333333333333333,1
conv_385,8.5,8.5,8.5,8.5,8.5,8.5,30,97.83333333333333,677.5333333333333,English,0.5333333333333333,1
conv_386,8.5,8.5,8.5,8.5,8.5,8.5,30,115.53333333333333,677.2,French,0.5333333333333333,1
conv_387,8.5,8.5,9.0,8.5,8.5,8.5,30,96.33333333333333,687.9,English,0.5333333333333333,1
conv_388,8.5,8.5,8.5,9.0,8.5,7.5,30,104.5,675.1666666666666,French,0.5333333333333333,1
conv_389,8.5,8.5,8.5,9.0,8.5,8.5,30,102.0,627.0,Portuguese,0.5333333333333333,1
conv_390,8.5,8.5,8.5,8.5,8.5,8.5,30,97.83333333333333,696.4666666666667,English,0.5333333333333333,1
conv_391,8.5,8.5,8.5,8.5,8.5,8.5,30,118.06666666666666,733.5666666666667,English,0.5333333333333333,1
conv_392,8.5,8.5,8.5,8.5,8.5,8.5,30,100.7,618.8333333333334,Spanish,0.5333333333333333,1
conv_393,8.5,8.5,8.5,8.5,8.5,8.5,30,116.46666666666667,640.9,Spanish,0.5333333333333333,1
conv_394,8.5,8.5,8.5,8.5,8.5,8.5,30,104.0,684.8666666666667,Dutch,0.5333333333333333,1
conv_395,8.5,8.5,8.5,8.5,8.5,8.5,30,99.16666666666667,595.2333333333333,Spanish,0.5333333333333333,1
conv_396,8.5,8.5,8.5,8.5,8.5,8.5,30,100.76666666666667,653.6,Spanish,0.5333333333333333,1
conv_397,8.5,8.5,8.5,8.5,8.5,8.5,30,93.1,615.1,Spanish,0.5333333333333333,1
conv_398,8.5,8.5,8.5,8.5,9.0,8.5,30,110.33333333333333,654.7333333333333,Spanish,0.5333333333333333,1
conv_399,8.5,8.5,8.5,8.5,8.5,7.5,30,100.63333333333334,664.6666666666666,French,0.5333333333333333,1
conv_400,8.5,8.5,8.5,9.0,8.5,8.5,30,100.36666666666666,691.6666666666666,English,0.5333333333333333,1
conv_401,8.5,8.5,8.5,8.5,8.5,8.5,30,96.36666666666666,731.4,English,0.5333333333333333,1
conv_402,8.5,8.5,8.5,8.5,8.5,8.5,30,107.03333333333333,696.7333333333333,English,0.5333333333333333,1
conv_403,8.5,8.5,8.5,8.5,8.5,8.5,30,92.3,572.5333333333333,Swahili,0.5333333333333333,1
conv_404,8.5,8.5,8.5,9.0,8.5,8.5,30,86.46666666666667,663.5,English,0.5333333333333333,1
conv_405,8.5,8.5,8.5,8.5,9.0,8.5,30,91.03333333333333,628.1,Dutch,0.5333333333333333,1
conv_406,8.5,8.5,9.0,8.5,8.5,8.5,30,101.5,707.2333333333333,English,0.5333333333333333,1
conv_407,8.5,8.5,8.5,8.5,8.5,8.5,30,114.8,716.5333333333333,English,0.5333333333333333,1
conv_408,8.5,8.5,8.5,8.5,8.5,8.5,30,92.93333333333334,637.6666666666666,Dutch,0.5333333333333333,1
conv_409,8.5,8.5,8.5,8.5,8.5,8.5,30,109.33333333333333,676.4,Portuguese,0.5333333333333333,1
conv_410,8.5,8.5,9.0,8.5,8.5,8.5,30,109.76666666666667,611.1333333333333,Spanish,0.5333333333333333,1
conv_411,8.5,8.5,8.5,8.5,8.5,7.5,30,104.06666666666666,660.0333333333333,Dutch,0.5333333333333333,1
conv_412,8.5,8.5,8.5,8.5,8.5,8.5,30,124.6,701.4333333333333,German,0.5333333333333333,1
conv_413,8.5,8.5,9.0,8.5,8.5,8.5,30,87.86666666666666,627.6666666666666,Spanish,0.5333333333333333,1
conv_414,8.5,8.5,8.5,8.5,8.5,8.5,30,108.53333333333333,714.8,English,0.5333333333333333,1
conv_415,8.5,8.5,8.5,8.5,8.5,8.5,30,86.46666666666667,643.6666666666666,Dutch,0.5333333333333333,1
conv_416,8.5,8.5,8.5,8.5,8.5,8.5,30,127.36666666666666,695.5666666666667,Dutch,0.5333333333333333,1
conv_417,8.5,8.5,8.5,8.5,8.5,8.5,30,82.86666666666666,624.5,Portuguese,0.5333333333333333,1
conv_418,8.5,9.0,8.5,8.5,8.5,8.5,30,95.33333333333333,571.3,Swahili,0.5333333333333333,1
conv_419,8.5,8.5,8.5,8.5,8.5,8.5,30,102.13333333333334,564.7333333333333,Swahili,0.5333333333333333,1
conv_420,8.5,8.5,8.5,8.5,8.5,8.5,30,109.6,686.0666666666667,Dutch,0.5333333333333333,1
conv_421,8.5,8.5,8.5,8.5,8.5,8.5,30,103.96666666666667,762.0666666666667,English,0.5333333333333333,1
conv_422,8.5,8.5,8.5,8.5,8.5,8.5,30,117.63333333333334,702.1333333333333,French,0.5333333333333333,1
conv_423,8.5,8.5,8.5,8.5,8.5,8.5,30,101.6,678.9666666666667,French,0.5333333333333333,1
conv_424,8.5,9.0,8.5,8.5,8.5,8.5,30,100.6,573.5333333333333,Swahili,0.5333333333333333,1
conv_425,8.5,8.5,8.5,8.5,8.5,8.5,30,99.63333333333334,674.1,English,0.5333333333333333,1
conv_426,8.5,8.5,8.5,8.5,8.5,8.5,30,86.56666666666666,648.3666666666667,Portuguese,0.5333333333333333,1
conv_427,8.5,8.5,8.5,9.0,8.5,7.5,30,106.13333333333334,628.1,Dutch,0.5333333333333333,1
conv_428,8.5,8.5,8.5,8.5,8.5,8.5,30,100.1,685.2,English,0.5333333333333333,1
conv_429,8.5,8.5,8.5,8.5,8.5,8.5,30,107.0,676.7333333333333,French,0.5333333333333333,1
conv_430,8.5,8.5,8.5,8.5,8.5,8.5,30,98.96666666666667,647.8333333333334,Spanish,0.5333333333333333,1
conv_431,8.5,8.5,8.5,8.5,8.5,8.5,30,104.16666666666667,688.8,English,0.5333333333333333,1
conv_432,8.5,8.5,8.5,8.5,8.5,7.5,30,91.4,570.0666666666667,Swahili,0.5333333333333333,1
conv_433,8.5,8.5,8.5,7.5,8.5,8.5,30,93.23333333333333,560.0,Swahili,0.5333333333333333,1
conv_434,8.5,8.5,8.5,8.5,8.5,8.5,30,94.23333333333333,713.2,English,0.5333333333333333,1
conv_435,8.5,8.5,8.5,8.5,8.5,8.5,30,95.4,668.6333333333333,Portuguese,0.5333333333333333,1
conv_436,8.5,8.5,8.5,8.5,8.5,8.5,30,97.13333333333334,644.4333333333333,English,0.5333333333333333,1
conv_437,8.5,8.5,8.5,8.5,8.5,8.5,30,92.43333333333334,640.6666666666666,Spanish,0.5333333333333333,1
conv_438,8.5,9.0,8.5,9.0,8.5,8.5,30,100.73333333333333,562.9,Swahili,0.5333333333333333,1
conv_439,8.5,8.5,8.5,8.5,8.5,8.5,30,102.16666666666667,624.3666666666667,Spanish,0.5333333333333333,1
conv_440,8.5,8.5,8.5,7.5,8.5,7.5,30,101.93333333333334,555.7333333333333,Swahili,0.5333333333333333,1
conv_441,8.5,8.5,8.5,8.5,8.5,7.5,30,80.26666666666667,473.96666666666664,Arabic,0.5333333333333333,1
conv_442,8.5,8.5,8.5,8.5,8.5,8.5,30,97.03333333333333,698.6,English,0.5333333333333333,1
conv_443,8.5,8.5,8.5,8.5,8.5,8.5,30,100.56666666666666,657.7,French,0.5333333333333333,1
conv_444,8.5,8.5,8.5,8.5,8.5,8.5,30,103.93333333333334,714.5666666666667,English,0.5333333333333333,1
conv_445,8.5,8.5,8.5,8.5,8.5,8.5,30,99.1,673.5333333333333,Dutch,0.5333333333333333,1
conv_446,7.5,8.5,9.0,8.5,8.5,7.5,30,99.53333333333333,617.8,Dutch,0.5333333333333333,1
conv_447,8.5,8.5,8.5,8.5,8.5,8.5,30,90.5,648.6333333333333,English,0.5333333333333333,1
conv_448,8.5,8.5,8.5,8.5,8.5,8.5,30,99.8,677.0666666666667,French,0.5333333333333333,1
conv_449,8.5,8.5,8.5,8.5,8.5,8.5,30,106.03333333333333,661.5666666666667,French,0.5333333333333333,1
conv_450,8.5,9.0,8.5,8.5,8.5,9.0,30,106.23333333333333,582.2,Swahili,0.5333333333333333,1
conv_451,8.5,8.5,8.5,8.5,8.5,8.5,30,93.56666666666666,689.3333333333334,English,0.5333333333333333,1
conv_452,8.5,8.5,8.5,8.5,8.5,8.5,30,88.16666666666667,628.1666666666666,Dutch,0.5333333333333333,1
conv_453,8.5,8.5,8.5,8.5,8.5,8.5,30,96.06666666666666,659.0666666666667,Dutch,0.5333333333333333,1
conv_454,8.5,8.5,8.5,8.5,8.5,8.5,30,98.4,672.5666666666667,French,0.5333333333333333,1
conv_455,8.5,8.5,8.5,8.5,8.5,8.5,30,89.1,627.6,Spanish,0.5333333333333333,1
conv_456,8.5,8.5,8.5,8.5,8.5,8.5,30,83.0,474.1,Arabic,0.5333333333333333,1
conv_457,8.5,8.5,8.5,9.0,8.5,7.5,30,108.36666666666666,697.5,German,0.5333333333333333,1
conv_458,8.5,8.5,8.5,8.5,8.5,8.5,30,119.66666666666667,703.2666666666667,French,0.5333333333333333,1
conv_459,8.5,8.5,8.5,8.5,8.5,8.5,30,121.3,698.3333333333334,French,0.5333333333333333,1
conv_460,8.5,8.5,8.5,8.5,8.5,8.5,30,102.43333333333334,621.9333333333333,Spanish,0.5333333333333333,1
conv_461,8.5,8.5,8.5,8.5,8.5,7.5,30,126.5,690.3333333333334,German,0.5333333333333333,1
conv_462,8.5,8.5,8.5,8.5,8.5,8.5,30,108.46666666666667,746.4333333333333,English,0.5333333333333333,1
conv_463,8.5,8.5,8.5,8.5,8.5,8.5,30,102.73333333333333,644.5333333333333,Dutch,0.5333333333333333,1
conv_464,8.5,8.5,8.5,8.5,8.5,8.5,30,98.9,610.9,Spanish,0.5333333333333333,1
conv_465,8.5,8.5,8.5,8.5,8.5,8.5,30,88.3,654.8333333333334,Dutch,0.5333333333333333,1
conv_466,8.5,8.5,8.5,8.5,8.5,8.5,30,96.16666666666667,711.6666666666666,English,0.5333333333333333,1
conv_467,8.5,8.5,8.5,8.5,8.5,8.5,30,110.2,644.5666666666667,Spanish,0.5333333333333333,1
conv_468,8.5,8.5,8.5,9.0,8.5,8.5,30,92.43333333333334,571.5,Swahili,0.5333333333333333,1
conv_469,8.5,8.5,8.5,8.5,8.5,8.5,30,110.96666666666667,661.4,French,0.5333333333333333,1
