Conversation_ID,Turn_1,Turn_2,Turn_3,Turn_4,Turn_5,Turn_6,Turn_7,Turn_8,Turn_9,Turn_10,Turn_11,Turn_12,Turn_13,Turn_14,Turn_15,Turn_16,Turn_17,Turn_18,Turn_19,Turn_20,Turn_21,Turn_22,Turn_23,Turn_24,Turn_25,Turn_26,Turn_27,Turn_28,Turn_29,Turn_30
conv_108,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
conv_109,6.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0
conv_110,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,7.0
conv_111,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0
conv_112,6.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0
conv_113,6.0,6.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0
conv_114,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0
conv_115,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0
conv_116,8.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,7.0,6.0,7.0
conv_117,8.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0
conv_118,8.0,8.0,6.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,8.0
conv_119,7.0,7.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0
conv_120,8.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0
conv_121,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,6.0
conv_122,6.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
conv_123,6.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0
conv_124,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0
conv_125,8.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,8.0,6.0,7.0,6.0
conv_126,6.0,6.0,8.0,8.0,6.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,8.0
conv_127,6.0,8.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0
conv_128,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0
conv_129,6.0,6.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,6.0,6.0,7.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0
conv_130,6.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,8.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0
conv_131,6.0,8.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,8.0
conv_132,6.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0
conv_133,6.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,6.0
conv_134,6.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,7.0,7.0
conv_135,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0
conv_136,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,6.0,6.0
conv_137,6.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0
conv_138,6.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0
conv_139,6.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0
conv_140,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0
conv_141,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0
conv_142,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0
conv_143,6.0,8.0,8.0,8.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0
conv_144,6.0,8.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0,8.0,6.0,8.0
conv_145,6.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0
conv_146,8.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0
conv_147,6.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,7.0,7.0,6.0
conv_148,6.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
conv_149,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0,8.0
conv_150,6.0,6.0,6.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0
conv_151,6.0,6.0,6.0,6.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,6.0,5.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0
conv_152,7.0,8.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0
conv_153,6.0,8.0,8.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0
conv_154,8.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0
conv_155,6.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0
conv_156,6.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0
conv_157,6.0,8.0,7.0,7.0,8.0,6.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,6.0,7.0
conv_158,6.0,8.0,6.0,8.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0
conv_159,8.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,6.0,6.0
conv_160,6.0,5.0,7.0,8.0,8.0,6.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0
conv_161,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,6.0
conv_162,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0
conv_163,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0
conv_164,8.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0
conv_165,8.0,6.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,7.0,6.0
conv_166,6.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,8.0,8.0,7.0,6.0
conv_167,7.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0
conv_168,6.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0
conv_169,6.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0
conv_170,6.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0
conv_171,6.0,8.0,6.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,7.0
conv_172,8.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0
conv_173,8.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
conv_174,7.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0
conv_175,7.0,8.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
conv_176,6.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0
conv_177,6.0,6.0,7.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0
conv_178,6.0,6.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,6.0
conv_179,7.0,6.0,6.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,8.0,6.0,6.0,7.0,6.0
conv_180,7.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,6.0,8.0,8.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0
conv_181,8.0,6.0,6.0,6.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0
conv_182,7.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0
conv_183,7.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0
conv_184,7.0,7.0,6.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0
conv_185,6.0,7.0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,8.0
conv_186,6.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0
conv_187,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,8.0,7.0
conv_188,6.0,6.0,6.0,8.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0
conv_189,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0
conv_190,7.0,6.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,5.0,8.0,7.0,7.0,6.0,8.0,8.0,7.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,8.0,7.0
conv_191,6.0,8.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0
conv_192,7.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0
conv_193,8.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0
conv_194,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0
conv_195,6.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,8.0,6.0,8.0,6.0,7.0,6.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0
conv_196,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0
conv_197,6.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0
conv_198,6.0,8.0,8.0,7.0,8.0,8.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,6.0,8.0,7.0,7.0,6.0
conv_199,7.0,6.0,7.0,7.0,6.0,8.0,7.0,6.0,8.0,7.0,6.0,8.0,8.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,6.0,6.0,8.0,7.0
conv_200,7.0,8.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,6.0
conv_201,6.0,7.0,6.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,8.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0,6.0
conv_202,6.0,7.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0
conv_203,6.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0
conv_204,6.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,6.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0
conv_205,6.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,8.0,7.0
conv_206,6.0,8.0,6.0,6.0,7.0,8.0,7.0,8.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0
conv_207,7.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,7.0
conv_208,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,7.0
conv_209,8.0,6.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
conv_210,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
conv_211,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0
conv_212,6.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0
conv_213,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0
conv_214,7.0,7.0,8.0,6.0,8.0,6.0,8.0,7.0,6.0,6.0,7.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0
conv_215,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
conv_216,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,8.0,8.0
conv_217,7.0,6.0,8.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0
